,Place,Phrase,Form,Type,KeyLexemes;
791,1,авторы,Snom,1,беречься;
793,3,которых,APROgen,3,беречься;
794,3,хохла,Sgen,3,беречься;
795,3,Чека,Sgen,3,беречься;
796,3,ОЛЕЙНИКОВА,Sgen,3,беречься;
797,3,гололеда,Sgen,3,беречься;
798,3,трещин,Sgen,3,беречься;
799,1,он,SPROnom,1,беречься;
800,3,муравьев,Sgen,3,беречься;
801,3,политики,Sgen,3,беречься;
802,3,закваски,Sgen,3,беречься;
803,3,змия,Sgen,3,беречься;
804,3,киднэппинга,Sgen,3,беречься;
805,3,разбудить,Vinf,3,беречься;
806,3,обнажить,Vinf,3,беречься;
807,1,они,SPROnom,1,беречься;
808,3,вносить,Vinf,3,беречься;
809,3,попасть,Vinf,3,беречься;
810,3,чтобы / пал,чтобы + CL,2,беречься;
811,3,чтобы / увлечься,чтобы + CL,2,беречься;
812,3,чтобы / принесло,чтобы + CL,2,беречься;
813,3,чтоб / прельстил,чтобы + CL,2,беречься;
814,3,что / скатилась,чтобы + CL,2,беречься;
816,3,От кого,от + SPROgen,2,беречься;
817,3,от сквозняка,от + Sgen,2,беречься;
818,1,слушатель,Snom,1,беречься;
819,3,от того,от + SPROgen,2,беречься;
820,3,третью,ANUMacc,3,беречься;
821,3,как бы / приняли,как бы + CL,2,беречься;
822,1,мы,SPROnom,1,беседовать;
824,3,с / сотрудником,с + Sins,2,беседовать;
825,4,О / отношении,о + Sloc,2,беседовать;
827,3,с ним,с + SPROins,2,беседовать;
828,4,о / литературе,о + Sloc,2,беседовать;
829,1,Они,SPROnom,1,беседовать;
830,3,с ней,с + SPROins,2,беседовать;
831,4,о патриотизме,о + Sloc,2,беседовать;
832,1,юноша,Snom,1,беседовать;
834,3,с / партизанкой,с + Sins,2,беседовать;
835,4,на / темы,на + Aacc + тему,2,беседовать;
836,1,мы,SPROnom,1,беседовать;
838,3,с читателями,с + Sins,2,беседовать;
839,4,о / путешественниках,о + Sloc,2,беседовать;
840,1,Он,SPROnom,1,беседовать;
841,3,с друзьями,с + Sins,2,беседовать;
842,4,о / книгах,о + Sloc,2,беседовать;
843,3,с лидером,с + Sins,2,беседовать;
844,4,об этом,о + SPROloc,2,беседовать;
845,1,Обозреватель,Snom,1,беседовать;
847,3,с министром,с + Sins,2,беседовать;
848,4,о том,о + SPROloc,2,беседовать;
849,1,Ткачева,Snom,1,беседовать;
851,3,Со звёздами,с + Sins,2,беседовать;
852,4,о любви,о + Sloc,2,беседовать;
853,1,Батмунх,Snom,1,беседовать;
855,3,с корреспондентом,с + Sins,2,беседовать;
856,4,о событиях,о + Sloc,2,беседовать;
857,3,со мной,с + SPROins,2,беседовать;
858,3,с директором,с + Sins,2,беседовать;
859,4,Об опыте,о + Sloc,2,беседовать;
860,1,он,SPROnom,1,беседовать;
861,3,с / парнем,с + Sins,2,беседовать;
862,4,о чем2то,о + SPROloc,2,беседовать;
863,1,которые,APROnom,1,беседовать;
864,3,с нами,с + SPROins,2,беседовать;
865,4,о специфике,о + Sloc,2,беседовать;
866,3,с вами,с + SPROins,2,беседовать;
867,4,о чем,о + SPROloc,2,беседовать;
869,3,с Эренфестом,с + Sins,2,беседовать;
870,4,о / работе,о + Sloc,2,беседовать;
871,1,Леонид,Snom,1,беседовать;
872,3,с рабочими,с + Sins,2,беседовать;
873,3,с Вейцманом,с + Sins,2,беседовать;
874,4,на / тему,на + Aacc + тему,2,беседовать;
875,3,про Борю,про + Sacc,2,беседовать;
876,1,Присутствующие,Snom,1,беседовать;
878,1,Мы,SPROnom,1,беседовать;
880,1,мы,SPROnom,1,беседовать;
882,1,старики,Snom,1,беседовать;
884,1,Кавторанг,Snom,1,беседовать;
886,1,прокуратор,Snom,1,беседовать;
887,1,они,SPROnom,1,беседовать;
888,1,вороны,NUMnom,1,беседовать;
889,1,дядей,NUMnom,1,беседовать;
890,1,нам,SPROdat,2,беседовать;
893,1,Они,SPROnom,1,беседовать;
894,1,Дантес,Snom,1,беседовать;
896,1,автор,Snom,1,беседовать;
897,1,Ты,SPROnom,1,беседовать;
899,3,с вами,с + SPROins,2,беседовать;
900,1,Христос,Snom,1,беседовать;
901,3,с Моисеем,с + Sins,2,беседовать;
902,3,с ней,с + SPROins,2,беседовать;
903,1,Ты,SPROnom,1,беседовать;
904,3,со всеми,с + SPROins,1,беседовать;
905,1,Сократ,Snom,1,беседовать;
906,3,с другими,с + SPROins,2,беседовать;
"907,3,""с """" супером """""",с + Sins,2,беседовать";
908,3,родителями,с + NUMins,2,беседовать;
909,1,он,SPROnom,1,беседовать;
910,3,с старшими,с + Sins,2,беседовать;
911,1,я,SPROnom,1,беседовать;
912,1,вы,SPROnom,1,беседовать;
913,3,со / полководцами,с + Sins,2,беседовать;
914,1,Мао,Snom,1,беседовать;
915,3,с / философом,с + Sins,2,беседовать;
916,1,Рыцари,Snom,1,беседовать;
917,3,с дамами,с + Sins,2,беседовать;
918,1,мне,SPROdat,1,беседовать;
919,3,с / приятелем,с + Sins,2,беседовать;
920,3,с ректором,с + Sins,2,беседовать;
921,1,Он,SPROnom,1,беседовать;
922,3,с ним,с + SPROins,2,беседовать;
923,1,человеку,Sdat,1,беседовать;
924,3,с / атеистом,с + Sins,2,беседовать;
925,1,врача,Sgen,1,беседовать;
926,3,с больным,с + Sins,2,беседовать;
927,3,с президентом,с + Sins,2,беседовать;
928,3,с командиром,с + Sins,2,беседовать;
929,1,Марио,Snom,1,беседовать;
930,3,со / гражданином,с + Sins,2,беседовать;
931,3,с ними,с + SPROins,2,беседовать;
932,1,я,SPROnom,1,беседовать;
933,3,с начальником,с + Sins,2,беседовать;
934,3,с / жителями,с + Sins,2,беседовать;
935,3,с родителями,с + Sins,2,беседовать;
936,1,редактор,Snom,1,беседовать;
937,3,С председателем,с + Sins,2,беседовать;
938,3,с которыми,с + APROins,2,беседовать;
939,3,со студентом,с + Sins,2,беседовать;
940,1,корреспондент,Snom,1,беседовать;
941,3,С чемпионкой,с + Sins,2,беседовать;
942,3,с руководством,с + Sins,2,беседовать;
943,3,с Игорем,с + Sins,2,беседовать;
945,3,с кем2то,с + SPROins,2,беседовать;
946,3,с чиновником,с + Sins,2,беседовать;
947,1,брата,NUMnom,1,беседовать;
948,3,с / стариком,с + Sins,2,беседовать;
949,1,который,APROnom,1,беседовать;
950,3,с / инфекционистом,с + Sins,2,беседовать;
951,3,с девочками,с + Sins,2,беседовать;
952,3,со мной,с + SPROins,2,беседовать;
953,1,Волка,Sgen,1,беседовать;
954,3,с / Шапочкой,с + Sins,2,беседовать;
955,3,с Галей,с + Sins,2,беседовать;
956,1,Пёстрый,Snom,1,беседовать;
957,3,с / сотником,с + Sins,2,беседовать;
958,3,с / Аюповым,с + Sins,2,беседовать;
959,1,врач,Snom,1,беседовать;
960,3,с соседом,с + Sins,2,беседовать;
961,1,Бог,Snom,1,беседовать;
962,3,с человеком,с + Sins,2,беседовать;
963,3,с / коллегой,с + Sins,2,беседовать;
964,1,Она,SPROnom,1,беседовать;
967,3,с Токио,с + Sins,2,беседовать;
968,3,с собой,с + SPROins,2,беседовать;
969,1,ФРОЛОВ,Snom,1,беседовать;
970,3,с майором,с + Sins,2,беседовать;
971,1,Карпова,Snom,1,беседовать;
972,3,со своим,с + SPROins,2,беседовать;
973,3,с книгой,с + Sins,2,беседовать;
974,1,ГАЛЬПЕРИН,Snom,1,беседовать;
975,1,Зуев,Snom,1,беседовать;
976,1,Ткачева,Snom,1,беседовать;
977,3,с Л,с + Sins,2,беседовать;
978,3,с небом,с + Sins,2,беседовать;
979,3,о чём2то,о + SPROloc,2,беседовать;
980,3,О чём,о + SPROloc,2,беседовать;
982,3,о литературе,о + Sloc,2,беседовать;
983,3,О / художниках,о + Sloc,2,беседовать;
984,3,о бабушке,о + Sloc,2,беседовать;
985,3,о Боге,о + Sloc,2,беседовать;
986,3,о / ерунде,о + Sloc,2,беседовать;
987,3,о чем2то,о + SPROloc,2,беседовать;
988,1,Дядья,Snom,1,беседовать;
989,3,на / темы,на + Aacc + тему,2,беседовать;
991,3,между собой,между + собой,2,беседовать;
992,1,Шаумяна,Sacc,1,беседовать;
993,1,тишина,Snom,1,бесить;
995,1,другое,APROnom,1,бесить;
997,1,что,SPROnom,1,бесить;
999,1,Это,SPROnom,1,бесить;
1000,1,лицемерие,Snom,1,бесить;
1001,1,непонимание,Snom,1,бесить;
1002,1,старуха,Snom,1,бесить;
1005,2,меня,SPROacc,3,бесить;
1006,3,то,то + что + CL,2,бесить;
1007,1,ничто,SPROnom,1,бесить;
1008,3,в нем,в + SPROloc,2,бесить;
1009,4,быка,Sacc,3,бесить;
1010,1,это,SPROnom,1,бесить;
1012,3,меня,SPROacc,3,бесить;
1013,1,символика,Snom,1,бесить;
1015,1,нерадивость,Snom,1,бесить;
1016,3,его,SPROacc,3,бесить;
1017,1,молчание,Snom,1,бесить;
1019,3,Алевтину,Sacc,3,бесить;
1021,3,меня,SPROacc,1,бесить;
1022,1,который,APROnom,1,бесить;
1024,1,Это2то,SPROnom,1,бесить;
1025,3,Зину,Sacc,3,бесить;
1027,3,тараканов,Sacc,3,бесить;
1028,1,внимание,Snom,1,бесить;
1029,3,часть,Sacc,3,бесить;
1030,1,многое,APROnom,1,бесить;
1031,1,результат,Snom,1,бесить;
1033,1,бутерброды,Snom,1,бесить;
1035,1,неопределенность,Snom,1,бесить;
1036,1,это,SPROnom,1,бесить;
1037,1,Марк,Snom,1,бесить;
1038,1,уверенность,Snom,1,бесить;
1039,1,что,SPROnom,1,бесить;
1040,3,его,APROacc,3,бесить;
1041,3,их,SPROacc,3,бесить;
1042,1,желание,Snom,1,бесить;
1043,3,многих,APROacc,3,бесить;
1044,1,Они,SPROnom,1,бесить;
1046,1,менты,Snom,1,бесить;
1047,1,окружающее,Snom,1,бесить;
1048,1,женщина,Snom,1,бесить;
1049,3,ее,SPROacc,3,бесить;
1050,1,поведение,Snom,1,бесить;
1051,1,она,SPROnom,1,бесить;
1052,3,других,APROacc,3,бесить;
1053,1,человек,Snom,1,бесить;
1054,1,Затяжка,Snom,1,бесить;
1055,1,звон,Snom,1,бесить;
1056,1,Ссылки,Snom,1,бесить;
1057,3,Иру,Sacc,3,бесить;
1058,1,Ростки,Snom,1,бесить;
1059,3,аппарат,Sacc,3,бесить;
1060,1,поддержка,Snom,1,бесить;
1061,3,оппозицию,Sacc,3,бесить;
1062,1,Коко,Snom,1,бесить;
1063,1,пятна,Snom,1,бесить;
1064,1,который,APROnom,1,бесить;
1065,3,его,SPROacc,1,бесить;
1066,1,самодостаточность,Snom,1,бесить;
1067,1,непробиваемость,Snom,1,бесить;
1068,3,которых,APROacc,3,бесить;
1069,1,Запах,Snom,1,бесить;
1070,3,нас,SPROacc,3,бесить;
1071,1,дыхание,Snom,1,бесить;
1072,1,безделье,Snom,1,бесить;
1073,1,отель,Snom,1,бесить;
1074,1,оптимизм,Snom,1,бесить;
1075,1,реклама,Snom,1,бесить;
1076,1,Разговор,Snom,1,бесить;
1077,1,вопрос,Snom,1,бесить;
1078,1,Ты,SPROnom,1,бесить;
1080,1,он,SPROnom,1,бесить;
1081,1,отношение,Snom,1,бесить;
1082,3,Гусева,Sacc,3,бесить;
1083,1,характеристики,Snom,1,бесить;
1084,3,представителей,Sacc,3,бесить;
1085,1,ориентация,Snom,1,бесить;
